Full_Name,Age,Birthday,Gender,Barangay,Civil_Status,Educational_Attainment,Employment_Status,Monthly_Income,Number_of_Dependents,With_Minor,With_PWD,Disability_Category,Type_of_Solo_Parent,Duration_Months,Is_Pregnant,Youngest_Child_Age,Receiving_Other_Govt_Cash_Aid,Formal_PhilHealth_Member,Dependent_Currently_Studying,Below_Poverty_Line,Eligibility,Cash_Subsidy_Sec15a,VAT_Discount_Sec15b,PhilHealth_Coverage_Sec15c,Livelihood_Priority_Sec15d,Housing_Priority_Sec15e,Educational_Support_Sec9,Priority_Level,Recommendation,Remarks
Roberto Villanueva,58,03/01/1968,M,San Pablo Sur,Married,Vocational,Employed,25111,0,No,No,N/A,Spouse/family member/guardian of an OFW,38,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Ramos,67,07/13/1958,F,Bubukal,Widow,High School,Self-Employed,13590,0,No,No,N/A,Relative within 4th civil degree assuming care,20,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Vicente Flores,19,09/01/2007,M,Alipit,Widow,Vocational,Employed,34017,0,No,No,N/A,Spouse/family member/guardian of an OFW,26,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Danilo Rivera,23,06/19/2002,M,Santisima Cruz,Annulled,Vocational,Part-Time,19930,2,No,No,N/A,Detention of spouse (3+ months) or serving sentence,15,0,1,No,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Precious Bautista,19,11/15/2006,F,Bagumbayan,Separated,College,Part-Time,10587,1,No,No,N/A,"Declaration of nullity, annulment, or divorce",35,0,8,No,Yes,No,Yes,Eligible,Yes,No,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Analyn Dela Cruz,51,12/28/1975,F,Calios,Widow,Postgraduate,Part-Time,12278,0,No,No,N/A,Death of spouse,20,0,,Yes,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Christian Ramos,43,03/04/1983,M,Calios,Annulled,Postgraduate,Self-Employed,9027,0,No,Yes,Intellectual/Developmental,Unmarried parent who keeps and rears the child,3,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Mark Bautista,43,02/22/1982,M,San Juan,Separated,Elementary,Part-Time,13455,0,No,No,N/A,Abandonment by spouse,21,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ramon Bautista,39,02/19/1987,M,Calios,Married,Elementary,Employed,12634,3,Yes,No,N/A,Relative within 4th civil degree assuming care,33,0,1,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Precious Reyes,23,08/17/2002,F,Patimbao,Married,Elementary,Part-Time,4162,0,No,No,N/A,Unmarried parent who keeps and rears the child,38,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Jose Flores,51,11/19/1975,M,San Juan,Annulled,College,Self-Employed,30462,4,Yes,No,N/A,Physical or mental incapacity of spouse,31,0,7,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Ramon Dela Cruz,55,03/06/1971,M,Patimbao,Widow,Vocational,Self-Employed,14069,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",34,0,,Yes,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Gilbert Garcia,24,07/22/2001,M,San Juan,Annulled,College,Self-Employed,7140,0,No,No,N/A,Spouse/family member/guardian of an OFW,49,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Arnel Ramos,36,10/22/1989,M,Duhat,Separated,High School,Self-Employed,7411,5,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",17,0,3,No,Yes,No,Yes,Eligible,Yes,Yes,No,No,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Housing Priority (Sec. 15e)",
Jocelyn Santos,53,10/25/1973,F,San Juan,Widow,Vocational,Unemployed,211,0,No,No,N/A,Legal or de facto separation,48,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Danilo Bautista,34,10/18/1991,M,Bubukal,Annulled,College,Part-Time,8672,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",43,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Analyn Castillo,25,03/17/2000,F,Santisima Cruz,Annulled,Postgraduate,Part-Time,17843,2,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",35,0,1,No,No,Yes,No,Eligible,No,Yes,Yes,Yes,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Marites Reyes,26,07/30/2000,F,Patimbao,Annulled,Postgraduate,Part-Time,14593,2,Yes,No,N/A,Legal or de facto separation,51,0,8,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Mark Torres,22,08/26/2004,M,Bagumbayan,Annulled,Elementary,Unemployed,12149,4,Yes,No,N/A,Relative within 4th civil degree assuming care,2,0,8,No,Yes,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 2 month(s); RA 11861 requires at least 6 month(s) for this category.
Ronald Flores,51,04/08/1974,M,Santisima Cruz,Married,College,Unemployed,3666,4,Yes,No,N/A,Relative within 4th civil degree assuming care,49,0,0,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Grace Reyes,20,09/18/2005,F,Patimbao,Separated,High School,Unemployed,8678,0,No,No,N/A,Unmarried parent who keeps and rears the child,14,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Ocampo,41,11/29/1984,M,Bubukal,Separated,Vocational,Unemployed,3811,2,Yes,No,N/A,Spouse/family member/guardian of an OFW,22,0,2,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Vicente Salazar,25,06/28/2001,M,San Pablo Sur,Widow,Elementary,Part-Time,17518,0,No,No,N/A,Relative within 4th civil degree assuming care,18,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Malou Del Rosario,28,01/07/1997,F,Duhat,Widow,Postgraduate,Unemployed,10900,4,Yes,No,N/A,Legal or de facto separation,49,0,5,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Rowena Gonzales,51,03/27/1975,F,Alipit,Annulled,College,Unemployed,7192,4,No,No,N/A,Birth of child due to rape,32,0,0,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Josephine Bautista,33,01/14/1992,F,Alipit,Annulled,Elementary,Unemployed,3515,0,No,No,N/A,Abandonment by spouse,12,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Josephine Gonzales,18,01/17/2007,F,Patimbao,Married,Vocational,Part-Time,3022,0,No,Yes,Intellectual/Developmental,Relative within 4th civil degree assuming care,22,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Arnel Pascual,54,06/18/1971,M,San Pablo Norte,Widow,High School,Employed,36160,5,No,No,N/A,Physical or mental incapacity of spouse,48,0,7,Yes,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Jose Salazar,53,03/02/1972,M,San Pablo Norte,Single,Postgraduate,Unemployed,12734,4,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",23,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Teresa Ocampo,43,02/19/1983,F,Alipit,Separated,Elementary,Employed,33375,0,No,Yes,Sensory (Visual/Hearing),Birth of child due to rape,24,0,,Yes,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Roberto Mendoza,45,02/09/1981,M,San Pablo Sur,Separated,College,Part-Time,8570,2,No,Yes,Mental/Psychosocial,Detention of spouse (3+ months) or serving sentence,42,0,7,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Jocelyn Dela Cruz,60,11/14/1965,F,Bubukal,Widow,College,Part-Time,19098,2,Yes,No,N/A,Relative within 4th civil degree assuming care,3,0,7,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 3 month(s); RA 11861 requires at least 6 month(s) for this category.
Cecilia Bautista,31,03/02/1994,F,Bagumbayan,Separated,College,Part-Time,14654,0,No,No,N/A,Unmarried parent who keeps and rears the child,38,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Reyes,50,03/12/1976,M,San Pablo Norte,Widow,Postgraduate,Self-Employed,29296,4,Yes,No,N/A,Relative within 4th civil degree assuming care,13,0,2,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Ana Dela Cruz,58,05/10/1968,F,Calios,Widow,College,Employed,42540,5,Yes,No,N/A,Unmarried parent who keeps and rears the child,11,0,7,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Vicente Dela Cruz,58,04/16/1968,M,Alipit,Widow,High School,Unemployed,2311,4,Yes,Yes,Intellectual/Developmental,Physical or mental incapacity of spouse,27,0,6,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Jocelyn Aquino,34,02/01/1991,F,Santisima Cruz,Separated,College,Self-Employed,10709,0,No,No,N/A,Unmarried parent who keeps and rears the child,3,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rosalinda Rivera,28,01/21/1998,F,Duhat,Widow,College,Employed,31578,1,No,No,N/A,Spouse/family member/guardian of an OFW,28,0,6,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Angelica Gonzales,57,06/23/1969,F,Santisima Cruz,Married,Elementary,Self-Employed,6301,3,No,No,N/A,Detention of spouse (3+ months) or serving sentence,36,0,4,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,No,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Ronald Garcia,23,08/13/2002,M,Calios,Widow,Postgraduate,Self-Employed,19290,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,31,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Leonora Castillo,25,03/13/2001,F,Patimbao,Married,High School,Unemployed,8172,1,Yes,No,N/A,Legal or de facto separation,27,0,9,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Jose Gonzales,23,04/27/2002,M,Labuin,Annulled,Elementary,Unemployed,7464,5,Yes,No,N/A,Abandonment by spouse,47,0,1,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Ana Torres,23,03/15/2003,F,San Pablo Norte,Annulled,Postgraduate,Employed,31889,1,Yes,No,N/A,Spouse/family member/guardian of an OFW,17,0,1,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Carlito Flores,25,07/28/2001,M,San Juan,Married,Vocational,Part-Time,9217,4,Yes,No,N/A,Relative within 4th civil degree assuming care,39,0,0,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Precious Castillo,21,11/09/2004,F,Alipit,Widow,Vocational,Self-Employed,18848,1,Yes,Yes,Mental/Psychosocial,Legal or de facto separation,18,0,4,No,Yes,Yes,No,Eligible,No,Yes,No,No,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Educational Support (Sec. 9)",
Roberto Fernandez,38,06/14/1988,M,Bagumbayan,Single,High School,Self-Employed,37079,3,No,Yes,Mental/Psychosocial,Legal or de facto separation,48,0,8,No,No,No,No,Eligible,No,No,Yes,No,No,No,Medium,PhilHealth/NHIP Coverage (Sec. 15c),
Edgardo Castillo,62,12/08/1964,M,Labuin,Married,High School,Employed,31721,2,Yes,No,N/A,Abandonment by spouse,42,0,6,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Christian Fernandez,67,07/28/1959,M,Patimbao,Married,High School,Employed,12111,1,No,No,N/A,"Declaration of nullity, annulment, or divorce",53,0,8,No,Yes,Yes,Yes,Eligible,Yes,No,No,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Ronald Villanueva,26,02/02/2000,F,Calios,Separated,High School,Unemployed,7933,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ronald Ramos,26,04/02/1999,M,San Pablo Sur,Annulled,Vocational,Part-Time,15073,2,No,No,N/A,Legal or de facto separation,2,0,6,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Legal or de facto separation' but duration is only 2 month(s); RA 11861 requires at least 6 month(s) for this category.
Julius Cruz,42,04/02/1983,M,Labuin,Separated,High School,Employed,15670,1,Yes,No,N/A,Physical or mental incapacity of spouse,19,0,9,No,Yes,No,No,Eligible,Yes,No,No,No,No,No,Low,Cash Subsidy (Sec. 15a),
Christian Salazar,36,10/11/1989,M,Bagumbayan,Separated,Postgraduate,Self-Employed,19694,0,No,No,N/A,Abandonment by spouse,36,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Reynaldo Del Rosario,61,02/25/1964,M,Patimbao,Widow,Postgraduate,Employed,29099,0,No,No,N/A,Death of spouse,59,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Josephine Ramos,18,04/14/2007,F,Santisima Cruz,Separated,College,Self-Employed,26876,3,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",14,0,6,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Julius Ocampo,23,01/10/2002,M,Bagumbayan,Widow,Postgraduate,Part-Time,9312,3,No,No,N/A,Spouse/family member/guardian of an OFW,39,0,3,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Editha Garcia,35,10/12/1990,F,Bubukal,Separated,High School,Part-Time,4298,2,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,2,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Divina Ocampo,62,01/08/1964,F,Calios,Married,Postgraduate,Employed,29663,2,Yes,Yes,Sensory (Visual/Hearing),Pregnant woman solely responsible for unborn child,0,0,2,Yes,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Analyn Flores,50,09/09/1976,F,Patimbao,Married,College,Self-Employed,17263,3,Yes,Yes,Physical,Birth of child due to rape,2,0,3,No,No,Yes,No,Eligible,No,Yes,Yes,No,No,Yes,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Cristina Reyes,48,12/27/1977,F,Patimbao,Married,Postgraduate,Employed,39963,2,Yes,No,N/A,Abandonment by spouse,11,1,8,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Medium,Educational Support (Sec. 9),
Roberto Reyes,26,07/25/1999,M,Santisima Cruz,Separated,High School,Self-Employed,5255,0,No,No,N/A,Death of spouse,7,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ana Fernandez,35,01/02/1991,F,Santisima Cruz,Widow,Postgraduate,Unemployed,11987,2,No,No,N/A,Relative within 4th civil degree assuming care,5,0,3,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 5 month(s); RA 11861 requires at least 6 month(s) for this category.
Mark Gonzales,43,01/17/1983,M,Bagumbayan,Married,High School,Part-Time,18063,4,Yes,Yes,Physical,Legal or de facto separation,11,0,3,No,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Edgardo Cruz,38,11/04/1987,F,Bagumbayan,Widow,Elementary,Employed,35656,0,No,No,N/A,Unmarried parent who keeps and rears the child,0,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Bautista,43,08/03/1982,M,Alipit,Annulled,High School,Employed,38149,0,No,No,N/A,Spouse/family member/guardian of an OFW,12,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Castillo,26,05/27/2000,M,Patimbao,Widow,Elementary,Part-Time,10311,2,Yes,No,N/A,Spouse/family member/guardian of an OFW,28,0,0,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Leonora Villanueva,19,05/20/2007,F,Bagumbayan,Married,Elementary,Employed,34029,3,Yes,No,N/A,Unmarried parent who keeps and rears the child,21,0,6,Yes,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Maria Flores,25,04/19/2000,F,San Juan,Widow,High School,Part-Time,4559,5,Yes,Yes,Mental/Psychosocial,Relative within 4th civil degree assuming care,9,0,6,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Malou Garcia,62,03/16/1963,F,San Pablo Norte,Annulled,Postgraduate,Self-Employed,4204,3,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",1,0,9,Yes,No,Yes,Yes,Eligible,No,No,Yes,No,Yes,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Jose Bautista,41,07/24/1985,M,San Juan,Separated,High School,Self-Employed,32493,3,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,22,0,2,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Ana Ocampo,57,08/11/1969,F,Patimbao,Separated,College,Unemployed,6047,5,Yes,No,N/A,Unmarried parent who keeps and rears the child,15,0,0,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
